		
"normalized area, average for each treatment"		
		
 GeoID 	  Average Bare  	 Average Bare 
comp131955_c0_seq1	 0.033526 	 0.037082 
comp131976_c0_seq2	 0.013555 	 0.024496 
comp131976_c0_seq3	 0.013555 	 0.024496 
comp131976_c0_seq5	 0.013555 	 0.024496 
comp131976_c0_seq6	 0.013555 	 0.024496 
comp132012_c0_seq4	 0.001179 	 0.000986 
comp132012_c0_seq5	 0.001179 	 0.000986 
comp132014_c0_seq1	 0.001769 	 0.002310 
comp132016_c0_seq1	 0.588255 	 0.530088 
comp132039_c0_seq1	 0.006373 	 0.003701 
comp132045_c0_seq1	 0.077407 	 0.069084 
comp132049_c0_seq1	 0.104096 	 0.103520 
comp132060_c1_seq1	 0.018408 	 0.012331 
comp132076_c0_seq1	 0.015414 	 0.010942 
comp132076_c0_seq2	 0.034586 	 0.032188 
comp132076_c0_seq2	 0.010195 	 0.006351 
comp132076_c0_seq3	 0.034586 	 0.032188 
comp132076_c0_seq3	 0.013639 	 0.007667 
comp132076_c0_seq4	 0.034586 	 0.032188 
comp132076_c0_seq5	 0.034586 	 0.032188 
comp132076_c0_seq5	 0.003443 	 0.001316 
comp132094_c1_seq1	 0.002235 	 0.002382 
comp132099_c0_seq1	 0.005106 	 0.005837 
comp132099_c0_seq11	 0.005106 	 0.005837 
comp132099_c0_seq12	 0.005106 	 0.005837 
comp132099_c0_seq13	 0.005106 	 0.005837 
comp132099_c0_seq3	 0.005106 	 0.005837 
comp132099_c0_seq4	 0.005106 	 0.005837 
comp132099_c0_seq5	 0.005106 	 0.005837 
comp132099_c0_seq8	 0.005106 	 0.005837 
comp132104_c0_seq1	 0.003972 	 0.004529 
comp132104_c0_seq2	 0.003972 	 0.004529 
comp132104_c0_seq3	 0.003972 	 0.004529 
comp132105_c0_seq1	 0.183424 	 0.146674 
comp132105_c0_seq2	 0.183424 	 0.146674 
comp132109_c0_seq1	 0.032412 	 0.023500 
comp132115_c0_seq1	 0.033613 	 0.031293 
comp132120_c1_seq1	 0.002025 	 0.002062 
comp132180_c1_seq1	 0.004967 	 0.005612 
comp132180_c1_seq2	 0.004967 	 0.005612 
comp132185_c0_seq1	 0.001996 	 0.009981 
comp132185_c0_seq2	 0.001996 	 0.009981 
comp132187_c0_seq1	 0.002916 	 0.001798 
comp132187_c0_seq2	 0.002916 	 0.001798 
comp132187_c0_seq3	 0.002916 	 0.001798 
comp132187_c0_seq4	 0.002916 	 0.001798 
comp132187_c0_seq5	 0.002916 	 0.001798 
comp132206_c0_seq1	 0.046823 	 0.056009 
comp132206_c0_seq3	 0.046823 	 0.056009 
comp132209_c0_seq1	 5.404418 	 5.523927 
comp132209_c0_seq2	 5.404418 	 5.523927 
comp132211_c0_seq1	 0.003380 	 0.001435 
comp132248_c0_seq1	 0.236064 	 0.211071 
comp132266_c0_seq2	 1.113444 	 0.986816 
comp132266_c0_seq4	 1.113444 	 0.986816 
comp132267_c1_seq1	 0.001152 	 0.001083 
comp132268_c0_seq1	 0.272664 	 0.354438 
comp132282_c0_seq1	 0.159273 	 0.166742 
comp132282_c0_seq3	 0.199887 	 0.215621 
comp132289_c1_seq1	 0.000872 	 0.000923 
comp132296_c1_seq1	 0.114334 	 0.097021 
comp132299_c0_seq1	 0.021461 	 0.021186 
comp132299_c0_seq2	 0.035372 	 0.032450 
comp132308_c0_seq3	 0.002022 	 0.001722 
comp132308_c0_seq4	 0.002022 	 0.001722 
comp132314_c0_seq1	 1.663816 	 1.583953 
comp132317_c0_seq1	 1.107402 	 1.294456 
comp132319_c0_seq1	 0.073891 	 0.077864 
comp132319_c0_seq2	 0.012299 	 0.016172 
comp132325_c0_seq1	 1.448636 	 1.502642 
comp132325_c0_seq2	 1.448636 	 1.502642 
comp132329_c0_seq1	 0.060521 	 0.087211 
comp132358_c0_seq1	 0.445194 	 0.421469 
comp132358_c0_seq2	 0.573874 	 0.542768 
comp132366_c0_seq1	 0.003643 	 0.008505 
comp132372_c0_seq1	 0.024710 	 0.023613 
comp132380_c1_seq12	 0.001005 	 0.001495 
comp132380_c2_seq1	 0.001930 	 0.001775 
comp132380_c2_seq2	 0.001930 	 0.001775 
comp132404_c2_seq1	 0.003008 	 0.001950 
comp132409_c0_seq1	 0.006071 	 0.006519 
comp132409_c0_seq2	 0.006071 	 0.006519 
comp132426_c0_seq1	 0.001455 	 0.004033 
comp132445_c0_seq1	 0.002286 	 0.001707 
comp132454_c0_seq2	 0.020780 	 0.013197 
comp132454_c0_seq3	 0.020780 	 0.013197 
comp132473_c0_seq2	 0.002359 	 0.001435 
comp132526_c0_seq1	 0.005483 	 0.004680 
comp132528_c1_seq10	 0.007117 	 0.005377 
comp132528_c1_seq11	 0.010486 	 0.009894 
comp132528_c1_seq13	 0.007117 	 0.005377 
comp132528_c1_seq14	 0.010486 	 0.009894 
comp132528_c1_seq15	 0.007117 	 0.005377 
comp132528_c1_seq2	 0.010486 	 0.009894 
comp132528_c1_seq5	 0.007117 	 0.005377 
comp132528_c1_seq8	 0.010486 	 0.009894 
comp132528_c1_seq9	 0.007117 	 0.005377 
comp132531_c0_seq1	 0.128377 	 0.103806 
comp132536_c1_seq1	 0.984108 	 0.929546 
comp132536_c1_seq4	 0.984108 	 0.929546 
comp132560_c0_seq1	 0.007280 	 0.007595 
comp132560_c0_seq2	 0.017814 	 0.019649 
comp132560_c0_seq3	 0.025094 	 0.027244 
comp132565_c0_seq1	 0.059261 	 0.052732 
comp132571_c0_seq1	 0.046845 	 0.038083 
comp132580_c0_seq1	 0.083560 	 0.105052 
comp132584_c0_seq1	 2.198834 	 2.705106 
comp132584_c0_seq2	 1.448180 	 1.624435 
comp132584_c0_seq3	 2.023282 	 2.520791 
comp132584_c0_seq4	 2.088750 	 2.578601 
comp132584_c0_seq5	 1.272628 	 1.440120 
comp132584_c0_seq6	 2.264302 	 2.762916 
comp132587_c0_seq1	 0.031742 	 0.020885 
comp132587_c0_seq3	 0.031742 	 0.020885 
comp132597_c0_seq1	 0.121124 	 0.130389 
comp132598_c0_seq1	 0.365112 	 0.308160 
comp132601_c0_seq1	 0.002604 	 0.001508 
comp132601_c0_seq6	 0.002604 	 0.001508 
comp132601_c0_seq7	 0.002604 	 0.001508 
comp132601_c0_seq8	 0.002604 	 0.001508 
comp132624_c0_seq1	 0.014369 	 0.014301 
comp132624_c0_seq2	 0.014369 	 0.014301 
comp132630_c0_seq1	 0.035951 	 0.038322 
comp132630_c0_seq2	 0.035951 	 0.038322 
comp132635_c0_seq1	 0.010867 	 0.004390 
comp132653_c0_seq3	 0.017759 	 0.015537 
comp132664_c1_seq1	 0.002852 	 0.001641 
comp132664_c1_seq2	 0.002852 	 0.001641 
comp132672_c0_seq1	 0.002498 	 0.003576 
comp132674_c0_seq1	 0.173762 	 0.170967 
comp132677_c0_seq1	 0.000642 	 0.000651 
comp132690_c0_seq2	 0.005905 	 0.007738 
comp132690_c0_seq3	 0.005905 	 0.007738 
comp132704_c0_seq1	 0.009066 	 0.010626 
comp132704_c0_seq2	 0.018368 	 0.018969 
comp132704_c0_seq3	 0.007070 	 0.009302 
comp132713_c0_seq1	 0.004996 	 0.001900 
comp132717_c0_seq1	 0.000765 	 0.000942 
comp132717_c0_seq2	 0.000765 	 0.000942 
comp132721_c0_seq1	 0.008098 	 0.009542 
comp132721_c0_seq2	 0.008098 	 0.009542 
comp132721_c0_seq3	 0.008098 	 0.009542 
comp132731_c0_seq1	 0.019346 	 0.020159 
comp132745_c0_seq1	 0.048023 	 0.049832 
comp132745_c0_seq2	 0.048023 	 0.049832 
comp132751_c0_seq1	 0.000483 	 0.000772 
comp132751_c0_seq5	 0.000483 	 0.000772 
comp132754_c1_seq9	 0.000586 	 0.000639 
comp132759_c0_seq1	 0.026001 	 0.025073 
comp132777_c0_seq5	 0.030437 	 0.031720 
comp132777_c0_seq7	 0.030437 	 0.031720 
comp132777_c0_seq8	 0.030437 	 0.031720 
comp132777_c0_seq9	 0.030437 	 0.031720 
comp132795_c1_seq1	 0.005471 	 0.004688 
comp132810_c0_seq1	 0.001758 	 0.001761 
comp132810_c1_seq1	 0.002526 	 0.004274 
comp132813_c0_seq1	 0.013854 	 0.013605 
comp132827_c0_seq1	 0.007788 	 0.008719 
comp132827_c0_seq2	 0.007788 	 0.008719 
comp132827_c0_seq3	 0.007788 	 0.008719 
comp132827_c0_seq4	 0.007788 	 0.008719 
comp132827_c1_seq1	 0.007108 	 0.010476 
comp132831_c0_seq1	 0.082329 	 0.096422 
comp132840_c0_seq2	 0.064250 	 0.053606 
comp132853_c0_seq1	 0.004020 	 0.003683 
comp132853_c0_seq2	 0.004020 	 0.003683 
comp132859_c0_seq1	 0.943044 	 0.769073 
comp132859_c0_seq2	 0.866868 	 0.666286 
comp132859_c0_seq3	 0.866868 	 0.666286 
comp132863_c0_seq3	 0.014369 	 0.016553 
comp132872_c0_seq1	 0.003611 	 0.002466 
comp132872_c0_seq2	 0.003611 	 0.002466 
comp132879_c0_seq2	 0.066889 	 0.067150 
comp132879_c0_seq3	 0.102758 	 0.103209 
comp132879_c0_seq4	 0.102758 	 0.103209 
comp132880_c1_seq1	 0.018156 	 0.019421 
comp132885_c0_seq1	 0.032813 	 0.043561 
comp132885_c1_seq1	 0.006645 	 0.010565 
comp132885_c1_seq2	 0.030033 	 0.037588 
comp132898_c0_seq1	 0.044128 	 0.037703 
comp132898_c0_seq2	 0.044128 	 0.037703 
comp132913_c0_seq1	 0.005127 	 0.004697 
comp132913_c0_seq2	 0.005127 	 0.004697 
comp132914_c0_seq1	 0.017036 	 0.018624 
comp132922_c0_seq1	 0.009677 	 0.014213 
comp132922_c0_seq2	 0.009677 	 0.014213 
comp132936_c0_seq1	 0.013975 	 0.013971 
comp132947_c0_seq1	 1.824284 	 1.816675 
comp132950_c0_seq1	 0.057124 	 0.054065 
comp132950_c0_seq2	 0.058438 	 0.064228 
comp132950_c0_seq3	 0.120754 	 0.108106 
comp132950_c1_seq1	 0.064539 	 0.049992 
comp132950_c1_seq2	 0.070883 	 0.054464 
comp132958_c1_seq1	 0.002510 	 0.001531 
comp132958_c1_seq2	 0.002510 	 0.001531 
comp132994_c0_seq1	 0.014779 	 0.016967 
comp132997_c0_seq1	 0.114252 	 0.127738 
comp132997_c0_seq2	 0.114252 	 0.127738 
comp133021_c0_seq2	 0.003655 	 0.001253 
comp133021_c0_seq3	 0.007350 	 0.006264 
comp133033_c0_seq1	 0.392226 	 0.404167 
comp133038_c0_seq1	 0.004066 	 0.002591 
comp133038_c0_seq2	 0.004066 	 0.002591 
comp133041_c1_seq1	 0.011221 	 0.009514 
comp133041_c1_seq3	 0.014419 	 0.015337 
comp133041_c2_seq1	 0.147950 	 0.134566 
comp133041_c3_seq1	 0.027142 	 0.029123 
comp133063_c0_seq1	 0.013127 	 0.014874 
comp133102_c0_seq1	 0.046308 	 0.044034 
comp133102_c0_seq2	 0.046308 	 0.044034 
comp133102_c0_seq3	 0.014502 	 0.015439 
comp133111_c0_seq1	 0.007471 	 0.007655 
comp133123_c1_seq1	 0.043400 	 0.028646 
comp133123_c1_seq3	 0.036336 	 0.024019 
comp133123_c1_seq4	 0.036336 	 0.024019 
comp133123_c1_seq5	 0.043400 	 0.028646 
comp133131_c0_seq1	 0.026143 	 0.031023 
comp133131_c0_seq2	 0.026143 	 0.031023 
comp133150_c0_seq1	 0.006802 	 0.006789 
comp133150_c0_seq2	 0.006802 	 0.006789 
comp133155_c1_seq1	 0.006770 	 0.003917 
comp133155_c1_seq2	 0.006770 	 0.003917 
comp133162_c0_seq1	 0.009654 	 0.010209 
comp133166_c0_seq1	 0.250496 	 0.291038 
comp133167_c0_seq1	 0.091545 	 0.159990 
comp133167_c0_seq2	 0.091545 	 0.159990 
comp133169_c0_seq1	 0.002508 	 0.001589 
comp133169_c0_seq2	 0.002508 	 0.001589 
comp133169_c0_seq3	 0.002508 	 0.001589 
comp133169_c0_seq4	 0.002508 	 0.001589 
comp133175_c0_seq1	 0.006037 	 0.004233 
comp133182_c0_seq2	 0.001437 	 0.001484 
comp133204_c2_seq3	 0.035224 	 0.037786 
comp133204_c2_seq4	 0.035224 	 0.037786 
comp133214_c0_seq1	 0.003062 	 0.002303 
comp133232_c0_seq1	 0.001996 	 0.001808 
comp133241_c0_seq1	 0.015079 	 0.017865 
comp133241_c0_seq2	 0.015079 	 0.017865 
comp133251_c0_seq1	 0.027432 	 0.026812 
comp133251_c0_seq2	 0.027432 	 0.026812 
comp133257_c0_seq1	 0.329018 	 0.347112 
comp133257_c0_seq2	 0.329018 	 0.347112 
comp133259_c0_seq1	 0.024556 	 0.029356 
comp133259_c0_seq1	 0.014621 	 0.013399 
comp133259_c0_seq2	 0.024556 	 0.029356 
comp133259_c0_seq2	 0.014621 	 0.013399 
comp133259_c0_seq3	 0.024556 	 0.029356 
comp133259_c0_seq3	 0.014621 	 0.013399 
comp133259_c0_seq4	 0.024556 	 0.029356 
comp133259_c0_seq4	 0.014621 	 0.013399 
comp133269_c0_seq1	 0.043980 	 0.042414 
comp133269_c0_seq2	 0.105988 	 0.116949 
comp133269_c0_seq3	 0.079835 	 0.088091 
comp133274_c0_seq1	 0.035330 	 0.043577 
comp133274_c0_seq10	 0.039655 	 0.048560 
comp133274_c0_seq3	 0.039655 	 0.048560 
comp133274_c0_seq6	 0.035330 	 0.043577 
comp133274_c0_seq8	 0.021000 	 0.027760 
comp133274_c0_seq9	 0.021000 	 0.027760 
comp133293_c0_seq1	 0.007561 	 0.008421 
comp133305_c0_seq1	 0.004039 	 0.007872 
comp133335_c0_seq1	 0.011958 	 0.010046 
comp133335_c0_seq2	 0.011958 	 0.010046 
comp133336_c0_seq1	 0.661134 	 0.628565 
comp133336_c0_seq2	 0.661134 	 0.628565 
comp133336_c0_seq3	 0.283749 	 0.290217 
comp133339_c0_seq1	 0.014037 	 0.015142 
comp133348_c1_seq2	 0.000477 	 0.001755 
comp133348_c1_seq3	 0.000477 	 0.001755 
comp133351_c0_seq1	 1.118879 	 1.037082 
comp133356_c0_seq1	 0.128159 	 0.143071 
comp133362_c0_seq1	 0.005802 	 0.009352 
comp133371_c0_seq1	 0.002653 	 0.002568 
comp133390_c0_seq1	 0.002006 	 0.003429 
comp133400_c0_seq1	 0.024790 	 0.020542 
comp133400_c0_seq2	 0.024790 	 0.020542 
comp133401_c0_seq1	 0.204174 	 0.209433 
comp133409_c0_seq1	 0.001924 	 0.002365 
comp133409_c0_seq2	 0.001924 	 0.002365 
comp133410_c0_seq1	 0.060076 	 0.055424 
comp133414_c0_seq1	 0.007493 	 0.008639 
comp133414_c0_seq4	 0.007493 	 0.008639 
comp133421_c0_seq1	 0.019763 	 0.018673 
comp133422_c0_seq1	 0.010297 	 0.009738 
comp133423_c0_seq1	 0.009930 	 0.007044 
comp133426_c0_seq3	 0.101535 	 0.085880 
comp133436_c0_seq1	 0.012298 	 0.009441 
comp133436_c0_seq3	 0.012298 	 0.009441 
comp133440_c0_seq2	 0.001239 	 0.000631 
comp133452_c0_seq1	 0.013085 	 0.019781 
comp133480_c1_seq1	 0.007634 	 0.007759 
comp133494_c1_seq1	 0.138816 	 0.167470 
comp133497_c1_seq1	 0.022467 	 0.026470 
comp133508_c0_seq1	 0.023856 	 0.010685 
comp133518_c1_seq1	 0.001412 	 0.002024 
comp133518_c1_seq3	 0.001412 	 0.002024 
comp133525_c0_seq1	 0.014687 	 0.016210 
comp133525_c0_seq1	 0.014002 	 0.011220 
comp133528_c0_seq1	 0.011996 	 0.008198 
comp133531_c0_seq1	 0.152440 	 0.153247 
comp133552_c0_seq1	 0.180089 	 0.161824 
comp133553_c0_seq1	 0.029921 	 0.026588 
comp133553_c0_seq4	 0.026306 	 0.024175 
comp133553_c0_seq5	 0.006168 	 0.007740 
comp133553_c0_seq6	 0.006168 	 0.007740 
comp133555_c1_seq1	 0.015332 	 0.016419 
comp133555_c1_seq2	 0.015332 	 0.016419 
comp133560_c0_seq1	 0.009206 	 0.004697 
comp133560_c0_seq2	 0.009206 	 0.004697 
comp133562_c0_seq4	 0.022615 	 0.016758 
comp133562_c0_seq5	 0.005828 	 0.002424 
comp133562_c0_seq7	 0.022615 	 0.016758 
comp133573_c1_seq2	 0.013737 	 0.012306 
comp133573_c1_seq4	 0.013737 	 0.012306 
comp133580_c0_seq1	 0.009101 	 0.007516 
comp133587_c0_seq1	 0.014726 	 0.012940 
comp133592_c0_seq1	 0.045831 	 0.067239 
comp133601_c0_seq1	 0.019767 	 0.020483 
comp133618_c0_seq1	 0.001703 	 0.001898 
comp133620_c1_seq2	 0.012220 	 0.013381 
comp133634_c0_seq1	 0.004175 	 0.002720 
comp133641_c0_seq1	 0.018087 	 0.018823 
comp133646_c0_seq1	 0.035116 	 0.032084 
comp133646_c0_seq3	 0.013377 	 0.014894 
comp133646_c0_seq3	 0.035116 	 0.032084 
comp133646_c0_seq5	 0.094639 	 0.096123 
comp133646_c0_seq6	 0.081262 	 0.081229 
comp133651_c0_seq1	 0.191180 	 0.192907 
comp133651_c0_seq2	 0.191180 	 0.192907 
comp133657_c0_seq1	 0.005597 	 0.004423 
comp133659_c0_seq1	 0.033421 	 0.026882 
comp133674_c0_seq1	 0.000294 	 0.000281 
comp133683_c0_seq1	 0.002451 	 0.001103 
comp133683_c0_seq2	 0.002451 	 0.001103 
comp133687_c0_seq1	 0.094459 	 0.102142 
comp133709_c0_seq1	 0.151494 	 0.145597 
comp133724_c0_seq1	 0.028374 	 0.004148 
comp133724_c0_seq2	 0.059784 	 0.014538 
comp133727_c0_seq9	 0.004406 	 0.002949 
comp133735_c0_seq1	 0.007926 	 0.015770 
comp133759_c0_seq1	 0.000901 	 0.001105 
comp133759_c0_seq2	 0.000901 	 0.001105 
comp133759_c0_seq3	 0.000901 	 0.001105 
comp133759_c0_seq4	 0.000901 	 0.001105 
comp133779_c0_seq1	 0.001469 	 0.000973 
comp133779_c1_seq2	 0.009705 	 0.008276 
comp133779_c2_seq1	 0.076219 	 0.076108 
comp133779_c2_seq2	 0.006070 	 0.004886 
comp133779_c2_seq3	 0.112841 	 0.114499 
comp133779_c2_seq4	 0.045766 	 0.046973 
comp133779_c3_seq1	 0.047266 	 0.050014 
comp133779_c4_seq1	 0.034452 	 0.037896 
comp133779_c4_seq2	 0.019705 	 0.024915 
comp133779_c5_seq1	 0.006342 	 0.006436 
comp133782_c1_seq1	 0.174996 	 0.190137 
comp133798_c0_seq1	 0.066953 	 0.082207 
comp133800_c0_seq1	 0.004108 	 0.003479 
comp133800_c0_seq3	 0.004108 	 0.003479 
comp133801_c1_seq1	 0.000952 	 0.002728 
comp133801_c1_seq2	 0.000952 	 0.002728 
comp133803_c0_seq1	 0.008849 	 0.008689 
comp133824_c0_seq1	 0.020511 	 0.019349 
comp133864_c0_seq9	 0.004359 	 0.005665 
comp133868_c0_seq1	 0.031515 	 0.023431 
comp133875_c0_seq1	 0.004765 	 0.004835 
comp133875_c0_seq5	 0.004765 	 0.004835 
comp133875_c0_seq6	 0.004765 	 0.004835 
comp133875_c0_seq9	 0.004765 	 0.004835 
comp133881_c0_seq1	 0.038320 	 0.044565 
comp133881_c0_seq2	 0.038320 	 0.044565 
comp133882_c0_seq2	 0.000609 	 0.001567 
comp133910_c0_seq5	 0.001751 	 0.004858 
comp133923_c0_seq1	 0.007938 	 0.006729 
comp133923_c0_seq2	 0.007938 	 0.006729 
comp133923_c0_seq4	 0.005988 	 0.004577 
comp133928_c1_seq1	 0.019272 	 0.019622 
comp133928_c1_seq2	 0.019272 	 0.019622 
comp133928_c1_seq6	 0.019272 	 0.019622 
comp133945_c0_seq2	 0.020170 	 0.021754 
comp133945_c0_seq3	 0.020170 	 0.021754 
comp133946_c0_seq1	 0.039292 	 0.032074 
comp133946_c0_seq3	 0.039292 	 0.032074 
comp133947_c0_seq1	 0.597609 	 0.564705 
comp133951_c0_seq1	 0.077351 	 0.073187 
comp133957_c0_seq1	 0.284294 	 0.277993 
comp133965_c0_seq1	 0.004728 	 0.006676 
comp133965_c0_seq2	 0.002731 	 0.004014 
comp133965_c0_seq3	 0.004728 	 0.006676 
comp133965_c0_seq4	 0.001997 	 0.002662 
comp133965_c0_seq5	 0.002731 	 0.004014 
comp133965_c0_seq6	 0.004728 	 0.006676 
comp133965_c0_seq7	 0.004728 	 0.006676 
comp133965_c0_seq9	 0.001997 	 0.002662 
comp133965_c1_seq2	 0.003594 	 0.004100 
comp133965_c1_seq3	 0.002659 	 0.003329 
comp133965_c1_seq4	 0.000935 	 0.000772 
comp133993_c0_seq1	 0.002032 	 0.002860 
comp133993_c0_seq2	 0.002032 	 0.002860 
comp133993_c0_seq3	 0.002032 	 0.002860 
comp134011_c0_seq1	 0.072359 	 0.082327 
comp134037_c0_seq1	 0.001156 	 0.001477 
comp134037_c0_seq2	 0.001156 	 0.001477 
comp134038_c0_seq1	 0.055949 	 0.054006 
comp134041_c0_seq1	 0.014956 	 0.000093 
comp134041_c0_seq2	 0.014956 	 0.000093 
comp134045_c4_seq1	 0.048024 	 0.055857 
comp134045_c4_seq2	 0.048024 	 0.055857 
comp134045_c4_seq4	 0.019008 	 0.011782 
comp134048_c5_seq1	 0.035111 	 0.027556 
comp134048_c5_seq6	 0.035111 	 0.027556 
comp134055_c2_seq1	 0.001721 	 0.001864 
comp134063_c0_seq2	 0.006723 	 0.005575 
comp134070_c0_seq1	 0.109485 	 0.122557 
comp134070_c0_seq2	 0.109485 	 0.122557 
comp134070_c0_seq3	 0.338341 	 0.380661 
comp134070_c0_seq4	 0.338341 	 0.380661 
comp134089_c2_seq1	 0.021391 	 0.021285 
comp134105_c0_seq1	 0.012493 	 0.015060 
comp134114_c0_seq1	 0.008118 	 0.009137 
comp134123_c0_seq1	 0.010127 	 0.010167 
comp134123_c0_seq2	 0.023241 	 0.016556 
comp134156_c0_seq1	 0.002637 	 0.002161 
comp134156_c0_seq2	 0.002637 	 0.002161 
comp134165_c0_seq1	 0.018796 	 0.016731 
comp134173_c1_seq1	 0.009336 	 0.009011 
comp134173_c1_seq2	 0.009336 	 0.009011 
comp134173_c1_seq3	 0.009336 	 0.009011 
comp134173_c1_seq4	 0.009336 	 0.009011 
comp134174_c0_seq2	 0.000899 	 0.001542 
comp134185_c0_seq1	 0.010498 	 0.007457 
comp134185_c0_seq2	 0.010498 	 0.007457 
comp134185_c1_seq1	 0.000604 	 0.000055 
comp134200_c0_seq1	 0.139337 	 0.130660 
comp134200_c0_seq3	 0.275184 	 0.257913 
comp134214_c0_seq1	 0.004576 	 0.005871 
comp134214_c1_seq1	 0.013203 	 0.012771 
comp134214_c1_seq3	 0.013203 	 0.012771 
comp134214_c1_seq5	 0.013203 	 0.012771 
comp134214_c1_seq7	 0.013203 	 0.012771 
comp134221_c0_seq1	 0.003671 	 0.008327 
comp134221_c0_seq2	 0.008034 	 0.015068 
comp134222_c0_seq1	 0.578329 	 0.510964 
comp134222_c1_seq1	 0.242019 	 0.219309 
comp134251_c0_seq1	 0.003610 	 0.004698 
comp134251_c0_seq2	 0.003610 	 0.004698 
comp134255_c0_seq1	 0.003086 	 0.005535 
comp134255_c0_seq2	 0.003086 	 0.005535 
comp134259_c0_seq1	 0.001333 	 0.001502 
comp134259_c0_seq2	 0.001333 	 0.001502 
comp134259_c0_seq3	 0.001333 	 0.001502 
comp134259_c0_seq4	 0.001333 	 0.001502 
comp134261_c0_seq1	 0.005755 	 0.003191 
comp134261_c1_seq1	 0.003274 	 0.003205 
comp134261_c1_seq2	 0.005034 	 0.004585 
comp134261_c1_seq2	 0.003274 	 0.003205 
comp134261_c3_seq1	 0.002219 	 0.002533 
comp134261_c3_seq2	 0.002219 	 0.002533 
comp134266_c0_seq1	 0.000912 	 0.000800 
comp134266_c0_seq2	 0.000912 	 0.000800 
comp134267_c0_seq2	 0.011664 	 0.009685 
comp134267_c0_seq4	 0.011664 	 0.009685 
comp134267_c0_seq5	 0.011664 	 0.009685 
comp134275_c0_seq1	 0.008379 	 0.006879 
comp134275_c0_seq2	 0.002429 	 0.002330 
comp134276_c0_seq1	 0.249149 	 0.254204 
comp134280_c1_seq1	 0.980879 	 0.956543 
comp134298_c0_seq1	 0.001943 	 0.002601 
comp134298_c0_seq10	 0.001943 	 0.002601 
comp134298_c0_seq11	 0.001943 	 0.002601 
comp134298_c0_seq12	 0.001943 	 0.002601 
comp134298_c0_seq2	 0.001943 	 0.002601 
comp134298_c0_seq3	 0.001943 	 0.002601 
comp134298_c0_seq4	 0.001943 	 0.002601 
comp134298_c0_seq5	 0.001943 	 0.002601 
comp134298_c0_seq6	 0.001943 	 0.002601 
comp134298_c0_seq7	 0.001943 	 0.002601 
comp134298_c0_seq9	 0.001943 	 0.002601 
comp134318_c0_seq1	 0.053717 	 0.059009 
comp134318_c0_seq2	 0.053717 	 0.059009 
comp134318_c0_seq3	 0.053717 	 0.059009 
comp134318_c0_seq4	 0.053717 	 0.059009 
comp134322_c0_seq1	 0.025421 	 0.029958 
comp134323_c0_seq1	 0.034733 	 0.022687 
comp134335_c0_seq2	 0.003340 	 0.002203 
comp134335_c0_seq3	 0.003340 	 0.002203 
comp134369_c1_seq1	 0.218938 	 0.191446 
comp134369_c1_seq2	 0.218938 	 0.191446 
comp134369_c1_seq3	 0.120939 	 0.106652 
comp134369_c1_seq5	 0.120939 	 0.106652 
comp134374_c0_seq2	 0.028986 	 0.021406 
comp134374_c0_seq4	 0.028986 	 0.021406 
comp134387_c0_seq1	 0.022011 	 0.015984 
comp134400_c0_seq3	 0.007995 	 0.006659 
comp134400_c0_seq4	 0.007995 	 0.006659 
comp134418_c0_seq1	 0.002194 	 0.002009 
comp134432_c0_seq1	 0.004012 	 0.007730 
comp134451_c0_seq2	 0.580481 	 0.654056 
comp134451_c0_seq3	 0.580481 	 0.654056 
comp134451_c0_seq7	 0.055878 	 0.071517 
comp134451_c0_seq8	 0.055878 	 0.071517 
comp134452_c0_seq1	 0.214131 	 0.237171 
comp134452_c0_seq2	 0.143534 	 0.170317 
comp134452_c0_seq3	 0.462434 	 0.486466 
comp134452_c0_seq4	 0.812640 	 0.852599 
comp134452_c0_seq5	 0.570217 	 0.606687 
comp134452_c0_seq6	 0.078837 	 0.083643 
comp134452_c0_seq7	 0.530155 	 0.569706 
comp134452_c1_seq1	 0.134790 	 0.143629 
comp134455_c0_seq1	 0.002279 	 0.002323 
comp134455_c0_seq2	 0.002279 	 0.002323 
comp134458_c0_seq2	 0.001467 	 0.004154 
comp134468_c0_seq2	 0.010406 	 0.013360 
comp134468_c0_seq3	 0.010406 	 0.013360 
comp134477_c0_seq1	 0.019322 	 0.024252 
comp134477_c0_seq2	 0.019322 	 0.024252 
comp134483_c0_seq1	 0.781515 	 0.814591 
comp134483_c0_seq2	 0.781515 	 0.814591 
comp134489_c1_seq2	 0.110595 	 0.114151 
comp134541_c0_seq1	 0.002331 	 0.001473 
comp134552_c0_seq1	 0.008769 	 0.010063 
comp134552_c1_seq3	 0.047411 	 0.057550 
comp134552_c1_seq5	 0.047411 	 0.057550 
comp134552_c1_seq7	 0.047411 	 0.057550 
comp134552_c1_seq8	 0.047411 	 0.057550 
comp134572_c0_seq1	 0.010616 	 0.015933 
comp134572_c0_seq11	 0.010616 	 0.015933 
comp134572_c0_seq12	 0.084712 	 0.108861 
comp134572_c0_seq14	 0.024086 	 0.033240 
comp134572_c0_seq15	 0.027715 	 0.035568 
comp134572_c0_seq3	 0.030723 	 0.045525 
comp134572_c0_seq4	 0.046825 	 0.060694 
comp134572_c0_seq5	 0.006304 	 0.014664 
comp134572_c0_seq6	 0.084712 	 0.108861 
comp134572_c0_seq7	 0.024086 	 0.033240 
comp134572_c0_seq8	 0.052133 	 0.066428 
comp134572_c0_seq9	 0.060294 	 0.078001 
