"","bareCaseInlet","bareFidalgoBay","barePortGamble","bareSkokomishRiver","bareWillapaBay","eelgrassCaseInlet","eelgrassFidalgoBay","eelgrassPortGamble","eelgrassSkokomishRiver"
"cds.comp132731_c0_seq1|m.20629",0.015836536,0.01494949,0.032834497,0.015887318,0.033417574,0.007372563,0.025134483,0.016683282,0.018776693
"cds.comp132745_c0_seq1|m.20641",0.045557824,0.042306543,0.053765054,0.034112457,0.071178774,0.056879837,0.027758144,0.041989231,0.064513672
"cds.comp132745_c0_seq2|m.20642",0.045557824,0.042306543,0.053765054,0.034112457,0.071178774,0.056879837,0.027758144,0.041989231,0.064513672
"cds.comp132751_c0_seq1|m.20645",0.000602919,0.000212567,0.00041309,0.001896848,0.000721869,0.000258949,0.000907735,6.1853e-05,0.000606793
"cds.comp132751_c0_seq5|m.20647",0.000602919,0.000212567,0.00041309,0.001896848,0.000721869,0.000258949,0.000907735,6.1853e-05,0.000606793
"cds.comp132754_c1_seq9|m.20653",0.000490135,0.000658687,0.000394783,0.001542939,0.00041181,0.000158089,0.002047277,8.1038e-05,0.001902805
"cds.comp132759_c0_seq1|m.20656",0.017395358,0.032721682,0.030995526,0.026264634,0.024792223,0.034682778,0.033467928,0.026221086,0.014163224
"cds.comp132777_c0_seq5|m.20671",0.024168965,0.021223749,0.036251517,0.024148066,0.049098561,0.011065262,0.036776476,0.038569801,0.03274192
"cds.comp132777_c0_seq7|m.20674",0.024168965,0.021223749,0.036251517,0.024148066,0.049098561,0.011065262,0.036776476,0.038569801,0.03274192
"cds.comp132777_c0_seq8|m.20675",0.024168965,0.021223749,0.036251517,0.024148066,0.049098561,0.011065262,0.036776476,0.038569801,0.03274192
"cds.comp132777_c0_seq9|m.20676",0.024168965,0.021223749,0.036251517,0.024148066,0.049098561,0.011065262,0.036776476,0.038569801,0.03274192
"cds.comp132795_c1_seq1|m.20686",0.004927095,0.00175546,0.003826836,0.003985522,0.00671963,0.004414698,0.0057795,0.007445878,0.002791905
"cds.comp132810_c0_seq1|m.20690",0.001320228,0.002191926,0.002274476,0.001580602,0.000617275,0.002718006,0.002454347,0,0.00127598061538462
"cds.comp132810_c1_seq1|m.20692",0.00313531,0.003074543,0.005951925,0.001746632,0.001666895,0.003060496,0.001592222,0.002689961,0.000910937
"cds.comp132813_c0_seq1|m.20695",0.009083667,0.005394241,0.017342752,0.023142746,0.005935431,0.008738328,0.011938673,0.019985192,0.009745971
"cds.comp132827_c0_seq1|m.20718",0.011327898,0.00785855,0.010738023,0.008539997,0.006485319,0.009822234,0.008542808,0.008283119,0.006224637
"cds.comp132827_c0_seq2|m.20721",0.011327898,0.00785855,0.010738023,0.008539997,0.006485319,0.009822234,0.008542808,0.008283119,0.006224637
"cds.comp132827_c0_seq3|m.20723",0.011327898,0.00785855,0.010738023,0.008539997,0.006485319,0.009822234,0.008542808,0.008283119,0.006224637
"cds.comp132827_c0_seq4|m.20726",0.011327898,0.00785855,0.010738023,0.008539997,0.006485319,0.009822234,0.008542808,0.008283119,0.006224637
"cds.comp132827_c1_seq1|m.20728",0.002524286,0.007989834,0.010520489,0.010929335,0.00325024,0.007363947,0.003626155,0.013513132,0.002365859
"cds.comp132831_c0_seq1|m.20730",0.061655726,0.128079068,0.132537975,0.096636813,0.053886042,0.051747887,0.089321053,0.101948389,0.058920447
"cds.comp132840_c0_seq2|m.20748",0.065013607,0.0236406,0.025088341,0.098273682,0.048556835,0.058963147,0.035912554,0.063182049,0.105219576
"cds.comp132853_c0_seq1|m.20758",0.007317021,6.6862e-05,0.005304247,0.003484212,0.002891852,0.005683131,0.003234826,0.003527496,0.003529569
"cds.comp132853_c0_seq2|m.20759",0.007317021,6.6862e-05,0.005304247,0.003484212,0.002891852,0.005683131,0.003234826,0.003527496,0.003529569
"cds.comp132859_c0_seq1|m.20764",0.119789588,0.958920788,1.181967654,1.026773027,0.611944177,0.176903393,1.561761543,1.254694325,0.908879305
"cds.comp132859_c0_seq2|m.20765",0.362102213,0.492952621,0.879591951,1.455051829,0.193408974,0.772262147,0.45637741,0.977626153,1.360189585
"cds.comp132859_c0_seq3|m.20766",0.362102213,0.492952621,0.879591951,1.455051829,0.193408974,0.772262147,0.45637741,0.977626153,1.360189585
"cds.comp132863_c0_seq3|m.20769",0.012752014,0.018033361,0.01697204,0.017639878,0.019931664,0.013456737,0.009998329,0.018742161,0.015435659
"cds.comp132872_c0_seq1|m.20780",0.003040154,0.001121506,0.001160227,0.003136123,0.002966719,0.001898441,0.001941895,0.005238728,0.001861301
"cds.comp132872_c0_seq2|m.20781",0.003040154,0.001121506,0.001160227,0.003136123,0.002966719,0.001898441,0.001941895,0.005238728,0.001861301
"cds.comp132879_c0_seq2|m.20794",0.091805852,0.020789373,0.064565311,0.097904469,0.061769001,0.097180451,0.063325109,0.064908983,0.056422233
"cds.comp132879_c0_seq3|m.20795",0.133145559,0.041740469,0.106045347,0.138951286,0.098127313,0.129579084,0.090493708,0.101152188,0.095250345
"cds.comp132879_c0_seq4|m.20796",0.133145559,0.041740469,0.106045347,0.138951286,0.098127313,0.129579084,0.090493708,0.101152188,0.095250345
"cds.comp132880_c1_seq1|m.20798",0.010711457,0.052353601,0.013655323,0.017719459,0.006053488,0.007999321,0.021544586,0.027184404,0.025849467
"cds.comp132885_c0_seq1|m.20809",0.033888769,0.036186274,0.06580681,0.02829377,0.051862224,0.021541715,0.039964746,0.042069183,0.026678419
"cds.comp132885_c1_seq1|m.20810",0.004183532,3.1507e-05,0.012499593,0.006540586,0.013761137,0.000187302,0.013723236,0.014558315,0.00353405
"cds.comp132885_c1_seq2|m.20811",0.020900336,0.016453359,0.054473498,0.027512139,0.043837269,0.017499139,0.04360186,0.04474833,0.022959325
"cds.comp132898_c0_seq1|m.20828",0.050010738,0.032566895,0.033101318,0.043300891,0.033074692,0.052949808,0.055678402,0.018059772,0.051768899
"cds.comp132898_c0_seq2|m.20829",0.050010738,0.032566895,0.033101318,0.043300891,0.033074692,0.052949808,0.055678402,0.018059772,0.051768899
"cds.comp132913_c0_seq1|m.20838",0.006829635,0.007353236,0.006534093,0.004726781,0.003880889,0.003244819,0.006628131,0.006575781,0.006091215
"cds.comp132913_c0_seq2|m.20839",0.006829635,0.007353236,0.006534093,0.004726781,0.003880889,0.003244819,0.006628131,0.006575781,0.006091215
"cds.comp132914_c0_seq1|m.20840",0.023479227,0.026319338,0.022788087,0.020356683,0.015888208,0.025597546,0.016051016,0.018897699,0.013069957
"cds.comp132922_c0_seq1|m.20847",0.003126962,0.041502266,0.005721586,0.012685342,0.004826267,0.005156583,0.002622717,0.010008961,0.017554357
"cds.comp132922_c0_seq2|m.20848",0.003126962,0.041502266,0.005721586,0.012685342,0.004826267,0.005156583,0.002622717,0.010008961,0.017554357
"cds.comp132936_c0_seq1|m.20871",0.000559654,0.009214029,0.009397045,0.005933888,0.011360573,0.001048594,0.028054525,0.006764995,0.014364651
"cds.comp132947_c0_seq1|m.20894",1.961041063,1.66494938,1.914615015,1.82534104,1.659448252,1.553411503,1.699156016,2.013800325,1.879890729
"cds.comp132950_c0_seq1|m.20899",0.06921855,0.017942416,0.074769208,0.047681079,0.052144457,0.059842613,0.070009256,0.066532458,0.056039124
"cds.comp132950_c0_seq2|m.20900",0.071194597,0.054223558,0.066202173,0.071247357,0.054405911,0.054245653,0.049204279,0.067899963,0.064651711
"cds.comp132950_c0_seq3|m.20902",0.123021062,0.070440155,0.14175284,0.101466542,0.103088372,0.119403099,0.156245757,0.145134833,0.104211064
"cds.comp132950_c1_seq1|m.20903",0.048558138,0.029666531,0.053579868,0.055838033,0.037027099,0.079109371,0.092016061,0.05453997,0.054385124
"cds.comp132950_c1_seq2|m.20904",0.052265307,0.029823184,0.05381287,0.057219629,0.038982331,0.083077084,0.104941145,0.059154821,0.055668163
"cds.comp132958_c1_seq1|m.20918",0.001740441,0.000327541,2.5229e-05,5.0335e-05,0.003111796,0.002371291,0.001980703,0.002217562,0.000288739
"cds.comp132958_c1_seq2|m.20920",0.001740441,0.000327541,2.5229e-05,5.0335e-05,0.003111796,0.002371291,0.001980703,0.002217562,0.000288739
"cds.comp132994_c0_seq1|m.20946",0.008648541,0.037324245,0.009795139,0.022450141,0.008742669,0.011019211,0.005805312,0.014465194,0.022600878
"cds.comp132997_c0_seq1|m.20949",0.121359031,0.195242798,0.128315145,0.114903026,0.10151319,0.142711739,0.104682458,0.115600289,0.109016809
"cds.comp132997_c0_seq2|m.20951",0.121359031,0.195242798,0.128315145,0.114903026,0.10151319,0.142711739,0.104682458,0.115600289,0.109016809
"cds.comp133021_c0_seq2|m.20990",0.001169743,0.000824407,0.000512946,0.000826623,0.000713658,0.0131683,0.000189971,0.001367692,0.0004093
"cds.comp133021_c0_seq3|m.20992",0.002382865,0.003108869,0.009082317,0.006428488,0.013012363,0.002748714,0.009077939,0.000443453,0.009929333
"cds.comp133033_c0_seq1|m.21028",0.316555524,0.343498786,0.527151723,0.342849342,0.56469075,0.147441348,0.447242717,0.501804429,0.498081109
"cds.comp133038_c0_seq1|m.21040",0.002472146,0.001388714,0.003978562,0.000622882,0.001774492,0.007812765,0.001540308,0.008468773,0.002945657
"cds.comp133038_c0_seq2|m.21042",0.002472146,0.001388714,0.003978562,0.000622882,0.001774492,0.007812765,0.001540308,0.008468773,0.002945657
"cds.comp133041_c1_seq1|m.21046",0.010124559,0.010507694,0.014382622,0.006935819,0.004983883,0.011674948,0.008361688,0.016406953,0.007828923
"cds.comp133041_c1_seq3|m.21048",0.015688192,0.019887949,0.020847978,0.007594711,0.005091497,0.01564022,0.008722919,0.020149629,0.007834524
"cds.comp133041_c2_seq1|m.21049",0.120081514,0.122897748,0.204267629,0.13540927,0.102264017,0.132563336,0.152443979,0.16958305,0.112983813
"cds.comp133041_c3_seq1|m.21050",0.021844876,0.042477767,0.036262065,0.025271209,0.019833185,0.029245614,0.026296278,0.025134745,0.025871942
"cds.comp133063_c0_seq1|m.21064",0.00711408,0.00769353,0.020428057,0.008703138,0.029238393,0.006459215,0.013623242,0.015746941,0.01665193
"cds.comp133102_c0_seq1|m.21104",0.032879853,0.034514712,0.057272615,0.038905919,0.053049926,0.012555768,0.055524571,0.06614445,0.04927262
"cds.comp133102_c0_seq2|m.21108",0.032879853,0.034514712,0.057272615,0.038905919,0.053049926,0.012555768,0.055524571,0.06614445,0.04927262
"cds.comp133102_c0_seq3|m.21112",0.009125389,0.013713515,0.019101779,0.013990774,0.014233167,0.008988261,0.013815452,0.022395722,0.01414622
"cds.comp133111_c0_seq1|m.21117",0.007921013,0.003279925,0.012987123,0.006884453,0.011391121,0.001239952,0.008466511,0.008839216,0.010812985
"cds.comp133123_c1_seq1|m.21127",0.02725482,0.001584364,0.048619826,0.056299926,0.011312941,0.006569943,0.013529485,0.080934655,0.007852212
"cds.comp133123_c1_seq3|m.21128",0.020017195,0.001161038,0.039841324,0.055951119,0.011228204,0.003446168,0.01279932,0.059938365,0.007609966
"cds.comp133123_c1_seq4|m.21129",0.020017195,0.001161038,0.039841324,0.055951119,0.011228204,0.003446168,0.01279932,0.059938365,0.007609966
"cds.comp133123_c1_seq5|m.21130",0.02725482,0.001584364,0.048619826,0.056299926,0.011312941,0.006569943,0.013529485,0.080934655,0.007852212
"cds.comp133131_c0_seq1|m.21139",0.029180073,0.024952142,0.030782911,0.02854364,0.017583487,0.014281945,0.017856709,0.031999849,0.016714529
"cds.comp133131_c0_seq2|m.21140",0.029180073,0.024952142,0.030782911,0.02854364,0.017583487,0.014281945,0.017856709,0.031999849,0.016714529
"cds.comp133150_c0_seq1|m.21172",0.013508009,7.4984e-05,0.003521274,0.010196538,0.008347965,0.005327578,0.003146546,0.003433192,0.019636997
"cds.comp133150_c0_seq2|m.21176",0.013508009,7.4984e-05,0.003521274,0.010196538,0.008347965,0.005327578,0.003146546,0.003433192,0.019636997
"cds.comp133155_c1_seq1|m.21189",0.005492308,0.004193283,0.004305401,0.004702351,0.002886818,0.008267953,0.005388362,0.002909537,0.02446442
"cds.comp133155_c1_seq2|m.21190",0.005492308,0.004193283,0.004305401,0.004702351,0.002886818,0.008267953,0.005388362,0.002909537,0.02446442
"cds.comp133162_c0_seq1|m.21196",0.005563296,0.018499906,0.016452688,0.006906049,0.004115769,0.013621024,0.010463174,0.011436062,0.003822383
"cds.comp133166_c0_seq1|m.21198",0.143161317,0.543036462,0.217650112,0.354670018,0.182344053,0.159710259,0.257852922,0.247524204,0.374928888
"cds.comp133167_c0_seq1|m.21200",0.195899211,0.153295052,0.110854016,0.168571929,0.176875227,0.019332976,0.124293295,0.118100936,0.059702166
"cds.comp133167_c0_seq2|m.21201",0.195899211,0.153295052,0.110854016,0.168571929,0.176875227,0.019332976,0.124293295,0.118100936,0.059702166
"cds.comp133169_c0_seq1|m.21202",0.000175123,0.000757714,0.002350084,0.002217582,0.001008942,0.001169828,0.002471986,0.00208496,0.001832778
"cds.comp133169_c0_seq2|m.21205",0.000175123,0.000757714,0.002350084,0.002217582,0.001008942,0.001169828,0.002471986,0.00208496,0.001832778
"cds.comp133169_c0_seq3|m.21208",0.000175123,0.000757714,0.002350084,0.002217582,0.001008942,0.001169828,0.002471986,0.00208496,0.001832778
"cds.comp133169_c0_seq4|m.21210",0.000175123,0.000757714,0.002350084,0.002217582,0.001008942,0.001169828,0.002471986,0.00208496,0.001832778
"cds.comp133175_c0_seq1|m.21214",0.004089844,0.001720167,0.006139914,0.005038813,0.00419627,0.006935479,0.006775259,0.008813415,0.003984666
"cds.comp133182_c0_seq2|m.21216",0.000939964,0.000712112,0.001212469,0.002014221,0.000984326,9.1611e-05,0.000909311,0.001432872,0.001323396
"cds.comp133204_c2_seq3|m.21236",0.037362828,0.054431894,0.0288997,0.033469066,0.031984285,0.02801031,0.030155707,0.037936546,0.041092607
"cds.comp133204_c2_seq4|m.21238",0.037362828,0.054431894,0.0288997,0.033469066,0.031984285,0.02801031,0.030155707,0.037936546,0.041092607
"cds.comp133214_c0_seq1|m.21258",0.001821972,0.000718158,0.007746558,7.0418e-05,9.4102e-05,0.000845087,0.005421723,0.005276039,0.0012086
"cds.comp133232_c0_seq1|m.21275",0.003578192,8.732e-06,0.00119573,0.002345685,0.003343185,3.475e-06,4.576e-06,0.00280566,0.002706015
"cds.comp133241_c0_seq1|m.21277",0.014302732,0.018108334,0.022618906,0.015453187,0.008323958,0.010374809,0.012150495,0.018295772,0.010896447
"cds.comp133241_c0_seq2|m.21278",0.014302732,0.018108334,0.022618906,0.015453187,0.008323958,0.010374809,0.012150495,0.018295772,0.010896447
"cds.comp133251_c0_seq1|m.21292",0.019604658,0.028221213,0.023135504,0.028037627,0.020381769,0.02136094,0.007701416,0.031505726,0.031840278
"cds.comp133251_c0_seq2|m.21293",0.019604658,0.028221213,0.023135504,0.028037627,0.020381769,0.02136094,0.007701416,0.031505726,0.031840278
"cds.comp133257_c0_seq1|m.21294",0.22645583,0.544455856,0.430239986,0.290806119,0.25307284,0.277616167,0.312251676,0.365036489,0.322081312
"cds.comp133257_c0_seq2|m.21295",0.22645583,0.544455856,0.430239986,0.290806119,0.25307284,0.277616167,0.312251676,0.365036489,0.322081312
"cds.comp133259_c0_seq1|m.21300",0.022908383,0.033045975,0.040686302,0.026053691,0.021395679,0.02718274,0.027964656,0.023645823,0.029224892
"cds.comp133259_c0_seq1|m.21301",0.0208907,0.002349399,0.007213012,0.018575292,0.020828135,0.008354418,0.029610226,0.001876612,0.012555408
"cds.comp133259_c0_seq2|m.21303",0.022908383,0.033045975,0.040686302,0.026053691,0.021395679,0.02718274,0.027964656,0.023645823,0.029224892
"cds.comp133259_c0_seq2|m.21304",0.0208907,0.002349399,0.007213012,0.018575292,0.020828135,0.008354418,0.029610226,0.001876612,0.012555408
"cds.comp133259_c0_seq3|m.21306",0.022908383,0.033045975,0.040686302,0.026053691,0.021395679,0.02718274,0.027964656,0.023645823,0.029224892
"cds.comp133259_c0_seq3|m.21307",0.0208907,0.002349399,0.007213012,0.018575292,0.020828135,0.008354418,0.029610226,0.001876612,0.012555408
"cds.comp133259_c0_seq4|m.21309",0.022908383,0.033045975,0.040686302,0.026053691,0.021395679,0.02718274,0.027964656,0.023645823,0.029224892
"cds.comp133259_c0_seq4|m.21310",0.0208907,0.002349399,0.007213012,0.018575292,0.020828135,0.008354418,0.029610226,0.001876612,0.012555408
"cds.comp133269_c0_seq1|m.21325",0.057197077,0.029294612,0.036783617,0.029210109,0.026017615,0.023642354,0.078149398,0.032523026,0.030176133
"cds.comp133269_c0_seq2|m.21327",0.131918927,0.139738323,0.096786451,0.094244007,0.095489563,0.091863455,0.125878302,0.1010705,0.083175288
"cds.comp133269_c0_seq3|m.21330",0.098997932,0.102940771,0.065794543,0.068140013,0.070431086,0.062331988,0.100310651,0.071098722,0.06278032
"cds.comp133274_c0_seq1|m.21341",0.034289883,0.076919639,0.051239076,0.030461313,0.038357127,0.03888152,0.033669675,0.03366475,0.036017838
"cds.comp133274_c0_seq10|m.21365",0.039398213,0.084743909,0.055836917,0.035627106,0.042377326,0.043437569,0.037377272,0.03939739,0.039826532
"cds.comp133274_c0_seq3|m.21347",0.039398213,0.084743909,0.055836917,0.035627106,0.042377326,0.043437569,0.037377272,0.03939739,0.039826532
"cds.comp133274_c0_seq6|m.21352",0.034289883,0.076919639,0.051239076,0.030461313,0.038357127,0.03888152,0.033669675,0.03366475,0.036017838
"cds.comp133274_c0_seq8|m.21358",0.017862761,0.048081467,0.043948762,0.01508295,0.026128789,0.02569898,0.019065641,0.016438667,0.021330949
"cds.comp133274_c0_seq9|m.21362",0.017862761,0.048081467,0.043948762,0.01508295,0.026128789,0.02569898,0.019065641,0.016438667,0.021330949
"cds.comp133293_c0_seq1|m.21385",0.010423331,0.012739428,2.1003e-05,0.00407131,0.010134258,0.002455442,0.003462129,0.00285361,0.011282039
"cds.comp133305_c0_seq1|m.21388",0.004977291,0.010660186,0.006206877,0.000898177,0.007110297,0.004370123,0.005290611,0.005053959,0.00093511
"cds.comp133335_c0_seq1|m.21408",0.016443578,0.003571431,0.012424228,0.0114206,0.008285495,0.009769849,0.014455179,0.012510475,0.014556725
"cds.comp133335_c0_seq2|m.21409",0.016443578,0.003571431,0.012424228,0.0114206,0.008285495,0.009769849,0.014455179,0.012510475,0.014556725
"cds.comp133336_c0_seq1|m.21411",0.665614109,0.480779222,0.781225765,0.634409737,0.603093612,0.681639549,0.858056924,0.701781229,0.530221739
"cds.comp133336_c0_seq2|m.21412",0.665614109,0.480779222,0.781225765,0.634409737,0.603093612,0.681639549,0.858056924,0.701781229,0.530221739
"cds.comp133336_c0_seq3|m.21413",0.326771342,0.249209469,0.364015315,0.342562845,0.217147349,0.276883798,0.297202178,0.227665592,0.273870985
"cds.comp133339_c0_seq1|m.21415",0.006455281,0.028822863,0.028512284,0.009536447,0.006340033,0.009928938,0.031090062,0.013762274,0.002984753
"cds.comp133348_c1_seq2|m.21424",3.6917e-05,0.005259069,0.00205298,0.000487616,0.004429511,0.000159915,0.000922361,0.00085631,0.000114067
"cds.comp133348_c1_seq3|m.21425",3.6917e-05,0.005259069,0.00205298,0.000487616,0.004429511,0.000159915,0.000922361,0.00085631,0.000114067
"cds.comp133351_c0_seq1|m.21429",1.433017141,0.193441704,0.796690447,1.404005028,1.221000781,1.129924778,0.91900502,1.051249384,1.017623716
"cds.comp133356_c0_seq1|m.21430",0.091071176,0.190124212,0.181982881,0.111229365,0.109398106,0.09479172,0.149885772,0.142836792,0.136448278
"cds.comp133362_c0_seq1|m.21441",2.6705e-05,0.011638458,0.019484124,0.011146645,0.009063714,0.000288413,0.007002683,0.010118698,0.016884302
"cds.comp133371_c0_seq1|m.21447",0.002884443,0.004438031,0.002681767,0.001896827,0.001421994,0.002697047,0.003214503,0.003017064,0.002377884
"cds.comp133390_c0_seq1|m.21466",1.6236e-05,8.641e-06,0.00707902,0.007660929,0.001217503,0.000511199,0.000783484,0.005951442,0.000197398
"cds.comp133400_c0_seq1|m.21484",0.008653903,0.01753941,0.033019411,0.023804779,0.01803357,0.018628208,0.030356072,0.025946913,0.023155076
"cds.comp133400_c0_seq2|m.21485",0.008653903,0.01753941,0.033019411,0.023804779,0.01803357,0.018628208,0.030356072,0.025946913,0.023155076
"cds.comp133401_c0_seq1|m.21486",0.115039451,0.262838745,0.442930581,0.187864014,0.15226138,0.155733444,0.307575587,0.223706333,0.254636769
"cds.comp133409_c0_seq1|m.21490",0.002705317,0.003749984,0.001170101,0.002519427,0.002455933,0.00024046,0.001257212,0.002706847,0.001195751
"cds.comp133409_c0_seq2|m.21491",0.002705317,0.003749984,0.001170101,0.002519427,0.002455933,0.00024046,0.001257212,0.002706847,0.001195751
"cds.comp133410_c0_seq1|m.21492",0.033223229,0.049132228,0.091382032,0.061257784,0.035259795,0.079433295,0.059656438,0.077445212,0.057773385
"cds.comp133414_c0_seq1|m.21495",0.008225529,0.012802071,0.009941609,0.00919765,0.009219611,0.002192382,0.001792539,0.011252153,0.008070147
"cds.comp133414_c0_seq4|m.21497",0.008225529,0.012802071,0.009941609,0.00919765,0.009219611,0.002192382,0.001792539,0.011252153,0.008070147
"cds.comp133421_c0_seq1|m.21506",0.008395188,0.008771689,0.029745234,0.014487977,0.032130796,0.000110169,0.030650441,0.029089513,0.018271298
"cds.comp133422_c0_seq1|m.21507",0.013394143,0.016298904,0.006347077,0.00237297,0.014073981,0.009993377,0.00614167,0.013295129,0.009453887
"cds.comp133423_c0_seq1|m.21508",0.002918835,0.018530318,0.002993903,5.9415e-05,0.007931589,0.010811455,0.007782168,0.01790344,0.000513699
"cds.comp133426_c0_seq3|m.21509",0.070416667,0.078861422,0.11502051,0.100341407,0.0689202,0.069577039,0.114412673,0.098895712,0.118913694
"cds.comp133436_c0_seq1|m.21514",0.006043196,0.011233012,0.008245971,0.000912027,0.003489429,0.011529435,0.01139779,0.009338113,0.006004176
"cds.comp133436_c0_seq3|m.21519",0.006043196,0.011233012,0.008245971,0.000912027,0.003489429,0.011529435,0.01139779,0.009338113,0.006004176
"cds.comp133440_c0_seq2|m.21525",0.000386487,0.000614226,0.001821263,0.000229955,1.0081e-05,0.00019417,0.001064977,0.003212714,0.000877063
"cds.comp133452_c0_seq1|m.21539",0.02319177,0.040031838,0.001714522,0.019934938,0.015412888,0.009462569,0.017605859,0.010384114,0.013756187
"cds.comp133480_c1_seq1|m.21567",0.009458076,0.004822417,0.009150344,0.007228208,0.007196945,0.009722556,0.00921256,0.006479802,0.005834931
"cds.comp133494_c1_seq1|m.21589",0.293398459,0.100748842,0.097025504,0.182988627,0.158170655,0.200869487,0.118704221,0.111154273,0.130116826
"cds.comp133497_c1_seq1|m.21594",0.009895349,0.056483151,0.009592898,0.03754637,0.008813118,0.01964057,0.01523836,0.027712348,0.030249367
"cds.comp133508_c0_seq1|m.21610",0.002948244,7.8059e-05,0.004155838,0.003092626,0.004109306,0.043013373,0.001989392,0.006420833,0.003960878
"cds.comp133518_c1_seq1|m.21614",0.001199297,0.00303902,0.003601101,2.7742e-05,0.000144317,0.000632503,0.002843006,0.000299735,0.002423255
"cds.comp133518_c1_seq3|m.21617",0.001199297,0.00303902,0.003601101,2.7742e-05,0.000144317,0.000632503,0.002843006,0.000299735,0.002423255
"cds.comp133525_c0_seq1|m.21631",0.00613696,0.034594351,0.01811973,0.017170061,0.014198905,0.019605293,0.005885465,0.0161025,0.022529068
"cds.comp133525_c0_seq1|m.21632",0.007072691,0.009867955,0.026708989,0.029479247,0.004231396,0.007060234,0.009440436,0.018138433,0.011122804
"cds.comp133528_c0_seq1|m.21633",0.007354782,0.00780474,0.008823231,0.007462609,0.009188204,0.021625923,0.023583217,0.014380377,0.006763206
"cds.comp133531_c0_seq1|m.21634",0.16859257,0.119076653,0.130700783,0.164776021,0.128084703,0.106936376,0.178709066,0.179855232,0.124233162
"cds.comp133552_c0_seq1|m.21665",0.127773438,0.143058691,0.269435105,0.163732237,0.120280318,0.158817576,0.226601203,0.215273707,0.129361611
"cds.comp133553_c0_seq1|m.21669",0.039191927,0.021958795,0.016096217,0.02670195,0.024943646,0.039525519,0.018243298,0.027424507,0.04083802
"cds.comp133553_c0_seq4|m.21670",0.034833034,0.018799093,0.015566787,0.024041331,0.023093715,0.034178075,0.017360065,0.025972832,0.032354575
"cds.comp133553_c0_seq5|m.21671",0.007330764,0.012114248,0.009596214,0.005428507,0.005015849,0.009088224,0.007194631,0.010829279,0.005488498
"cds.comp133553_c0_seq6|m.21674",0.007330764,0.012114248,0.009596214,0.005428507,0.005015849,0.009088224,0.007194631,0.010829279,0.005488498
"cds.comp133555_c1_seq1|m.21675",0.020550841,0.01086945,0.019519261,0.014580195,0.017297117,0.009233483,0.012359371,0.021050212,0.009079555
"cds.comp133555_c1_seq2|m.21676",0.020550841,0.01086945,0.019519261,0.014580195,0.017297117,0.009233483,0.012359371,0.021050212,0.009079555
"cds.comp133560_c0_seq1|m.21677",0.003470321,0.005822164,0.005732535,0.004783824,0.004044661,0.008928896,0.017385064,0.005255734,0.017594475
"cds.comp133560_c0_seq2|m.21678",0.003470321,0.005822164,0.005732535,0.004783824,0.004044661,0.008928896,0.017385064,0.005255734,0.017594475
"cds.comp133562_c0_seq4|m.21683",0.023378057,0.006151819,0.031862974,0.020954502,0.007024781,0.023634509,0.026248027,0.028015856,0.003975701
"cds.comp133562_c0_seq5|m.21684",0.006769032,0.00155971993333333,0.01052287,0.001716094,0.000699208,0.005444984,0.01473504,0.002683734,0.003131642
"cds.comp133562_c0_seq7|m.21687",0.023378057,0.006151819,0.031862974,0.020954502,0.007024781,0.023634509,0.026248027,0.028015856,0.003975701
"cds.comp133573_c1_seq2|m.21699",0.014632934,0.009706887,0.01446684,0.012113624,0.009932845,0.01467115,0.020708663,0.01391491,0.006922723
"cds.comp133573_c1_seq4|m.21701",0.014632934,0.009706887,0.01446684,0.012113624,0.009932845,0.01467115,0.020708663,0.01391491,0.006922723
"cds.comp133580_c0_seq1|m.21702",0.005663225,0.001895175,0.011390148,0.006324688,0.012400156,0.000985931,0.010050616,0.012519186,0.012904337
"cds.comp133587_c0_seq1|m.21703",0.022744566,0.008487185,0.013869272,0.015306897,0.011063715,0.017321678,0.025231533,0.017484773,0.021229447
"cds.comp133592_c0_seq1|m.21710",0.036093206,0.196035477,0.121565623,0.042347688,0.044547841,0.037500679,0.057129953,0.041460124,0.071542556
"cds.comp133601_c0_seq1|m.21721",0.018265068,0.001128641,0.001808948,0.001024444,0.02482799,0.000964025,0.001144707,0.051795572,0.023163017
"cds.comp133618_c0_seq1|m.21731",0.000889658,0.003012676,0.003536063,0.002076362,0.002343397,0.001591506,0.001259149,0.002161295,0.002402116
"cds.comp133620_c1_seq2|m.21733",0.004937906,0.012212401,0.0169445,0.012699634,0.012728632,0.009738553,0.019459294,0.016546031,0.004514912
"cds.comp133634_c0_seq1|m.21746",0.003810945,0.000333089,0.001289497,0.00541656,0.007306448,0.000255994,0.004971307,0.005006699,0.008238734
"cds.comp133641_c0_seq1|m.21749",0.013411837,0.022078386,0.017356347,0.018678182,0.018523153,0.009305061,0.008748193,0.027822241,0.02627607
"cds.comp133646_c0_seq1|m.21754",0.037770185,0.010994278,0.042372026,0.032494651,0.046749922,0.029233929,0.029713142,0.036500368,0.050777981
"cds.comp133646_c0_seq3|m.21755",0.01646287,0.0047662,0.014258602,0.013797119,0.018617589,0.014659589,0.010180761,0.016891627,0.010258699
"cds.comp133646_c0_seq3|m.21757",0.037770185,0.010994278,0.042372026,0.032494651,0.046749922,0.029233929,0.029713142,0.036500368,0.050777981
"cds.comp133646_c0_seq5|m.21759",0.114492812,0.03321114,0.109010021,0.098099199,0.125518541,0.0823019,0.083013366,0.103259456,0.112063748
