"","bareCaseInlet","bareFidalgoBay","barePortGamble","bareSkokomishRiver","bareWillapaBay","eelgrassCaseInlet","eelgrassFidalgoBay","eelgrassPortGamble","eelgrassSkokomishRiver"
"cds.comp100047_c0_seq1|m.5980",0.000274117,0,0.001112311,1.0789e-05,0.000117193,1.5781e-05,0.000714652,0.000380915,0
"cds.comp100108_c0_seq1|m.5990",0.004258731,0.001029453,0.00584513,0.002425469,0.000287066,2.1652e-05,0.004974525,0.003985652,0.000144132
"cds.comp100125_c0_seq1|m.5998",0.023615577,0.009687433,0.005234592,0.028945309,0.027529486,0.013619601,0.004308603,0.043520744,0.003222629
"cds.comp100176_c0_seq1|m.6005",0.001393374,0.00276387,0.000660648,0.002396366,0.002350118,0.000272924,0.002202608,0.003756765,0.005382103
"cds.comp100298_c0_seq1|m.6020",0.049085381,0.352080788,0.081583334,0.015635447,0.007598442,0.174354092,0.170573544,0.041475866,0.008458747
"cds.comp100366_c1_seq1|m.6028",0.000210256,0.001807734,0.000738018,7.9994e-05,0.001091028,0.000244785,0.00465853476190476,0.000161709,0.010575891
"cds.comp100484_c0_seq3|m.6045",0.003020716,1.0337e-05,0.001423413,0.001347145,0.001749509,0.002961407,0.00465853476190476,0.000777712,0.001541739
"cds.comp100725_c0_seq1|m.6076",0.032249727,0.025532939,0.008766855,0.010803502,0.015729153,0.035893927,0.026296309,0.003635398,0.015527119
"cds.comp100725_c0_seq3|m.6077",0.032249727,0.025532939,0.008766855,0.010803502,0.015729153,0.035893927,0.026296309,0.003635398,0.015527119
"cds.comp100759_c0_seq1|m.6090",0.009311351,0.019204549,0.036884339,0.023788855,0.017216166,0.013415597,0.018131528,0.017690325,0.02890445
"cds.comp100946_c0_seq1|m.6120",0.001541404,0.001789233,0.004488062,6.7022e-05,0.001450319,0.001228783,6.6921e-05,0.003815843,6.0381e-05
"cds.comp100946_c0_seq2|m.6121",0.001541404,0.001789233,0.004488062,6.7022e-05,0.001450319,0.001228783,6.6921e-05,0.003815843,6.0381e-05
"cds.comp101146_c1_seq1|m.6156",5.8595e-05,0.00155971993333333,4.583e-06,0.000339744,0.000800734,5.289e-06,0.000108645,0.000948261,2.4863e-05
"cds.comp101296_c1_seq1|m.6176",4.5356e-05,0.001291564,0.000211094,0.001194105,0.000817817,0.000936416,0.001415005,0.002555404,0.000303799
"cds.comp101296_c1_seq2|m.6177",4.5356e-05,0.001291564,0.000211094,0.001194105,0.000817817,0.000936416,0.001415005,0.002555404,0.000303799
"cds.comp101400_c0_seq1|m.6193",0.028762466,0.038140015,0.035507451,0.033352548,0.034092779,0.027368382,0.035905796,0.040049076,0.033681784
"cds.comp101400_c1_seq1|m.6194",0.053166197,0.02439413,0.033020389,0.05118231,0.050395051,0.0328916,0.053514934,0.046797846,0.052356292
"cds.comp101435_c0_seq1|m.6198",0.004563147,0.004418016,0.008404648,0.000634569,0.003363706,0.00149563,0.00296917,0.00047201,0.002929845
"cds.comp101490_c0_seq1|m.6201",0.042787716,0.031505209,0.014660894,0.033822018,0.021556966,0.022579347,0.035077648,0.036405941,0.025604569
"cds.comp101681_c0_seq2|m.6237",2.4813e-05,0.001478148,7.3168e-05,4.0933e-05,1.0402e-05,0.000199469,0.000151494,0.001371565,0.000167324
"cds.comp101771_c0_seq1|m.6251",0.003647838,0.006728243,0.00159697365625,0.00105646421212121,8.5912e-05,0.00014141,0.000276401,0.00426841696296296,0.000398582
"cds.comp101949_c0_seq2|m.6278",0.00992082,0.002921785,0.006530868,0.017138189,0.010768871,0.004227327,7.2819e-05,0.005882098,0.010300533
"cds.comp101984_c0_seq1|m.6292",0.002152507,0.010291338,0.000767532,0.000466122,0.002453978,0.005326248,0.000342818,0.000856524,0.002227848
"cds.comp101984_c1_seq1|m.6293",0.001967935,0.00342436,0.003751468,0.002517594,0.000200054,0.003306175,0.001958216,0.002372055,0.003653421
"cds.comp101998_c0_seq1|m.6297",0.001383963,0.005453331,0.000712873,0.001082623,0.001306102,0.0006783,0.00251398,0.005721619,0.002393941
"cds.comp102255_c0_seq1|m.6328",0.001167435,0.000294819,0.000536573,0.00102635,0.001036723,0.000539163,0.00067535,0.001645709,0.000703991
"cds.comp102256_c1_seq1|m.6329",0.002716201,0.008968762,0.005809922,0.004876671,0.002450838,0.00742938,0.000721276,0.009983448,0.012481803
"cds.comp102288_c0_seq1|m.6333",0.150755283,0.018136284,0.285533588,0.188357745,0.306499038,0.084451525,0.252833182,0.200925907,0.207155265
"cds.comp102293_c0_seq1|m.6337",0.003959709,0.004582995,0.040395698,0.001515288,0.00398455,0.032708234,0.016915912,0.008444899,0.000747131
"cds.comp102323_c2_seq1|m.6346",0.011252656,0.056763636,0.027142033,0.001866609,0.018048049,0.025733363,0.023503962,0.007685352,0.010315507
"cds.comp102323_c2_seq2|m.6348",0.011252656,0.056763636,0.027142033,0.001866609,0.018048049,0.025733363,0.023503962,0.007685352,0.010315507
"cds.comp102414_c0_seq1|m.6365",0.003990949,0.002332113,0.001316695,0.002638393,0.00175673,0.006854517,0.000413744,0.002563174,0.00255137
"cds.comp102694_c0_seq1|m.6409",0.080451063,0.017541299,0.048318976,0.071486566,0.069809053,0.053555866,0.033975852,0.052395732,0.050736967
"cds.comp102694_c1_seq1|m.6410",0.033528122,0.004823003,0.02824792,0.03686746,0.034051555,0.020961455,0.010687042,0.027246541,0.018183209
"cds.comp102745_c0_seq1|m.6413",0.035059613,0.004045764,0.039162432,0.036512287,0.025182558,0.026048306,0.032513333,0.037084928,0.027460611
"cds.comp102793_c0_seq1|m.6420",0.011602134,0.008962169,0.022712708,0.011598073,0.004788614,0.001864307,0.004710881,0.011476013,0.006967603
"cds.comp102812_c0_seq2|m.6427",0.004691005,0.001889019,0.001970422,0.005109624,0.004793007,0.00158417,0.003253234,0.002079989,0.004048701
"cds.comp102812_c0_seq3|m.6428",0.001442132,0,5.4883e-05,0.002555489,0.001982392,4.7895e-05,0.00126692,0.00426841696296296,0.000645124
"cds.comp102853_c1_seq1|m.6440",0.004023159,0.009020716,0.006451063,0.007936029,0.009387533,0.002736656,0.003640711,0.013409047,0.006924664
"cds.comp103006_c0_seq1|m.6459",0.014324275,0.006081743,0.011447929,0.007564668,0.006216794,0.010162769,0.01055928,0.014451549,0.002786775
"cds.comp103010_c0_seq1|m.6462",0.001307055,1.8909e-05,0.0010391,0.000967645,0.001140734,0.002973312,0.001048688,0.002107379,4.5074e-05
"cds.comp103222_c0_seq1|m.6477",0.002465481,9.8321e-05,4.587e-05,0.003394051,0.002694146,0.003301074,0.00076292,0.000897313,0.000108977
"cds.comp103293_c0_seq1|m.6495",0.00571338,0.006053741,0.010210786,0.004999014,0.00328481,0.010708357,0.005105514,0.007230406,0.003243301
"cds.comp103293_c0_seq3|m.6497",0.002296654,0.001961085,0.006241719,0.001640495,0.001226171,0.008057201,0.003065299,0.002718756,0.000979614
"cds.comp103336_c1_seq2|m.6503",0.056653389,0.019342159,0.058283362,0.021833355,0.084417049,0.040063255,0.041274695,0.024623316,0.064301375
"cds.comp103336_c1_seq3|m.6504",0.021354998,0.009953388,0.030749768,0.021440945,0.029014348,0.032297967,0.033534831,0.024567016,0.024541945
"cds.comp103336_c1_seq4|m.6505",0.04254867,0.009540585,0.038059427,0.004603244,0.062559568,0.020458003,0.021237695,0.005151841,0.046589031
"cds.comp103384_c1_seq1|m.6513",0.001956518,5.9618e-05,0.001016871,0.000489565,0.002255363,0.00086043,0.001900513,0.0014017,0.002598395
"cds.comp103384_c1_seq2|m.6515",0.005535033,0.003553475,0.003941359,0.003135722,0.006299461,0.003744932,0.006708223,0.004172511,0.006211743
"cds.comp103523_c0_seq1|m.6530",0.130374166,0.06103992,0.099579658,0.099908592,0.174096498,0.079821486,0.104430359,0.146885659,0.126220833
"cds.comp103523_c0_seq2|m.6531",0.1468217,0.061419363,0.113586728,0.130028865,0.210988614,0.098719564,0.121424609,0.161724192,0.168739982
"cds.comp103578_c0_seq1|m.6541",0.05226535,0.062474568,0.090811265,0.059461985,0.085338418,0.033295846,0.06190619,0.072236593,0.059590993
"cds.comp103578_c0_seq2|m.6542",0.058611503,0.077437277,0.101495244,0.066052912,0.093510434,0.038764082,0.071217543,0.081203106,0.072768057
"cds.comp103578_c0_seq3|m.6543",0.058611503,0.077437277,0.101495244,0.066052912,0.093510434,0.038764082,0.071217543,0.081203106,0.072768057
"cds.comp103578_c0_seq4|m.6544",0.017136042,0.01541471,0.011788083,0.013649196,0.022162621,0.007118661,0.018272755,0.014252379,0.005539155
"cds.comp103610_c0_seq1|m.6551",0.040631098,0.01403647,0.020419013,0.049878426,0.038511467,0.00544125,0.00456438,0.047257283,0.0272919
"cds.comp103802_c0_seq1|m.6571",9.2727e-05,1.6245e-05,0.001726061,0.000606212,0.001492535,5.363e-06,0.000152545,0.001477138,0.000407584
"cds.comp103927_c0_seq1|m.6589",0.014807634,0.058986053,0.046264025,0.023297049,0.019196488,0.027110821,0.044582637,0.036807598,0.035740909
"cds.comp104060_c0_seq1|m.6609",0.003359704,0.027167663,0.019647358,0.010937598,0.005005425,0.009769088,0.013670349,0.012860213,0.015920484
"cds.comp104174_c0_seq1|m.6623",0.077187816,0.047207989,0.052444644,0.067863586,0.058839018,0.047715472,0.041549049,0.053126146,0.047933682
"cds.comp104494_c0_seq1|m.6660",0.001613754,0.005968777,0.007976647,0.012463802,0.003823115,0.00327438,0.006624058,0.008741516,0.011102064
"cds.comp104555_c1_seq1|m.6663",0.000318026,6.2492e-05,0.002070074,0.000386271,2.6749e-05,0.001333997,0.003752687,0.000431158,0.004162112
"cds.comp104589_c1_seq1|m.6671",0.002099841,0.003756585,0.002751794,0.002288124,2.6663e-05,0.001639873,0.001201383,0.00118035,0.002550075
"cds.comp104632_c0_seq1|m.6684",0.007500802,0.001908104,0.011305424,0.009744191,0.007553582,0.00853978,0.008819894,0.012724834,0.008866787
"cds.comp104635_c0_seq1|m.6686",0.010911583,0.003343119,0.006370775,0.00531128,0.006986451,0.00315834,0.004681252,0.004171096,0.008564966
"cds.comp104720_c0_seq1|m.6711",0.006124612,2.7647e-05,0.000188549,0.004805529,0.006595066,0.004151099,0.00190244,0.000388586,0.00202913
"cds.comp104793_c0_seq1|m.6730",0.002455856,0.0039395,0.004399668,0.003172123,0.003457201,0.002096671,0.004627429,0.005308398,0.004521098
"cds.comp104868_c0_seq1|m.6739",0.005041938,0.002097609,0.005491752,0.00353961,0.004219489,0.002314224,0.00295488,0.003474796,0.003007892
"cds.comp104902_c0_seq3|m.6743",0.046077068,0.02160189,0.044897572,0.03992333,0.063607103,0.006006181,0.045959279,0.042914357,0.046156763
"cds.comp105262_c0_seq1|m.6790",0.003164695,0.00354535,0.000516425,0.000878472,0.002404731,0.000124752,0.009924402,0.000705602,0.000241183
"cds.comp105391_c0_seq1|m.6806",0.083315011,0.11815354,0.138388728,0.095012684,0.077122036,0.082738094,0.103400902,0.137375568,0.108687122
"cds.comp105634_c1_seq1|m.6836",0.007983804,0.001751328,0.016961396,0.007891203,0.000535448,0.007986818,0.003897432,0.010523231,0.008312212
"cds.comp105705_c0_seq1|m.6848",0.067101478,0.043434401,0.055727526,0.069983732,0.054983612,0.060541752,0.056492785,0.049174352,0.073967544
"cds.comp105830_c0_seq1|m.6876",0.008488564,0.007049887,0.000429432,0.006168313,0.000729561,0.016610846,0.01713732,0.003099444,0.003312302
"cds.comp105871_c1_seq1|m.6882",0.00367023,0.016967,0.026216727,0.002527231,0.017845496,0.001056783,0.006067911,0.020264219,0.011985147
"cds.comp105872_c0_seq1|m.6883",0.035845969,0.030210659,0.03748225,0.037625931,0.000309549,0.025004891,0.031362236,0.029651387,0.004337792
"cds.comp105872_c0_seq2|m.6884",0.035845969,0.030210659,0.03748225,0.037625931,0.000309549,0.025004891,0.031362236,0.029651387,0.004337792
"cds.comp105894_c0_seq1|m.6887",0.002468966,0.002425537,0.007664301,0.004704463,0.002446334,0.008162774,0.007213801,0.005357259,0.00492037
"cds.comp105922_c1_seq1|m.6896",0.069711408,0.037997434,0.105762943,0.147045822,0.07349623,0.042167179,0.066815726,0.042516048,0.072082723
"cds.comp105966_c0_seq1|m.6904",0.000962944,0.007802738,0.001270494,0.001399721,0.000996525,0.001629351,0.000403264,0.000162835,0.000147501
"cds.comp106153_c0_seq1|m.6948",0.004232784,0.000257037,0.013327875,0.001188403,0.008893754,0.000117116,0.007194372,0.011388272,0.013905928
"cds.comp106286_c0_seq1|m.6988",0.000496531,0.004692076,0.001198334,5.992e-06,1.0666e-05,0.001108401,5.2176e-05,0.000903417,1.6296e-05
"cds.comp106341_c0_seq1|m.7007",0.005689651,0.00265721,0.008438318,0.006520706,0.006428295,0.004430657,0.004984145,0.008292155,0.001635113
"cds.comp106375_c1_seq1|m.7016",0.005112274,0.00527727,0.000243298,0.007414983,2.7198e-05,0.002915037,0.000127379,0.002120482,0.000615106
"cds.comp106437_c1_seq1|m.7039",5.528e-06,7.929e-06,0.001855179,4.611e-06,3.0733e-05,6.741e-06,0.002822646,0.000518504,2.1747e-05
"cds.comp106658_c1_seq1|m.7098",0.015656854,0.011350584,0.010070994,0.012932696,0.01113603,0.001646264,0.011408171,0.00533517,0.013278049
"cds.comp106658_c1_seq2|m.7099",0.015656854,0.011350584,0.010070994,0.012932696,0.01113603,0.001646264,0.011408171,0.00533517,0.013278049
"cds.comp106737_c0_seq1|m.7115",0.057693677,0.01246519,0.089922479,0.069319903,0.108020898,0.044743442,0.055539151,0.094119619,0.067285993
"cds.comp106737_c0_seq2|m.7116",0.057693677,0.01246519,0.089922479,0.069319903,0.108020898,0.044743442,0.055539151,0.094119619,0.067285993
"cds.comp106737_c1_seq1|m.7117",0.133358126,0.091794353,0.185931903,0.149778422,0.208643193,0.126916148,0.175413815,0.167321316,0.170148887
"cds.comp106737_c1_seq2|m.7120",0.058051586,0.025368642,0.066018967,0.055228075,0.097415881,0.010605247,0.062068948,0.058303991,0.070162993
"cds.comp106737_c1_seq2|m.7122",0.07530654,0.066425711,0.119912936,0.094550347,0.111227312,0.116310901,0.113344867,0.109017325,0.099985894
"cds.comp106991_c0_seq1|m.7166",0.004053228,0.003333206,0.0109314,0.000883528,0.012060643,0.004126469,0.009995849,0.009765272,0.004518425
"cds.comp107001_c0_seq1|m.7169",0.002136034,0.003754382,0.002785415,0.001936536,0.000491053,0.002091361,0.003352233,0.002287644,0.000270114
"cds.comp107063_c0_seq1|m.7194",0.018113001,0.0084942,0.003833336,0.009607317,0.017173418,0.000445085,0.004940208,0.010582688,0.03187275
"cds.comp107097_c0_seq2|m.7203",0.021786502,0.009797591,0.006341082,0.017881279,0.013081566,0.009675012,0.008472619,0.007752105,0.011492352
"cds.comp107218_c0_seq1|m.7225",0.032584891,0.038360742,0.029929599,0.037694863,0.049176016,0.019393211,0.04443144,0.05618924,0.044194822
"cds.comp107306_c0_seq1|m.7244",0.00692458,0.00053787,0.004461592,0.006630245,0.006132472,0.008456595,0.003978206,0.005143383,0.006293958
"cds.comp107420_c1_seq1|m.7268",3.2309e-05,0.001366524,0.000310765,0.001518624,3.2052e-05,4.3331e-05,8.7107e-05,1.0145e-05,0.005623448
"cds.comp107491_c0_seq1|m.7277",0.000289151,0.002593298,0.002533039,0.003000684,0.001920131,0.000243039,0.003082438,0.002129832,0.001893755
"cds.comp107521_c1_seq1|m.7290",0.009397893,0.006292031,0.007928109,0.011534413,0.00819313,0.006641433,0.007656427,0.00863312,0.011289156
"cds.comp107667_c1_seq1|m.7312",0.010359943,0.003612442,0.009015345,0.00528199,0.006564705,0.003023337,0.007348482,0.007622071,0.000493871
"cds.comp107667_c1_seq2|m.7313",0.010359943,0.003612442,0.009015345,0.00528199,0.006564705,0.003023337,0.007348482,0.007622071,0.000493871
"cds.comp107782_c0_seq1|m.7353",0.028380898,0.035291912,0.032900972,0.025113714,0.020580255,0.030758352,0.030609209,0.02966866,0.018322231
"cds.comp107782_c0_seq2|m.7356",0.028380898,0.035291912,0.032900972,0.025113714,0.020580255,0.030758352,0.030609209,0.02966866,0.018322231
"cds.comp107782_c0_seq3|m.7357",0.028380898,0.035291912,0.032900972,0.025113714,0.020580255,0.030758352,0.030609209,0.02966866,0.018322231
"cds.comp107831_c1_seq1|m.7363",0.012302387,0.003519397,0.02115402,0.014274425,0.009015341,0.011529597,0.028523806,0.010199672,0.009605793
"cds.comp107870_c1_seq1|m.7377",0.003239024,0.000859092,9.066e-06,1.3554e-05,4.3774e-05,3.5123e-05,0.002006616,0.010412993,4.8519e-05
"cds.comp107894_c0_seq1|m.7379",0.021906144,0.000739552,0.032623335,0.028888779,0.011176124,0.008474949,0.01638077,0.022371823,0.00385417
"cds.comp107905_c0_seq2|m.7381",0.040776443,0.025487654,0.032217457,0.030817125,0.027713173,0.021567807,0.025762578,0.026278852,0.023149064
"cds.comp108002_c0_seq1|m.7396",0.003522598,0.003249162,0.005837221,0.00262796,0.001133617,0.003462226,0.003127132,0.003043185,0.003364339
"cds.comp108002_c0_seq2|m.7397",0.003522598,0.003249162,0.005837221,0.00262796,0.001133617,0.003462226,0.003127132,0.003043185,0.003364339
"cds.comp108091_c0_seq1|m.7410",0.008597093,0.000161013,0.004169085,0.002182585,0.01612847,0.002768115,0.008165846,0.004241195,0.003868732
"cds.comp108133_c1_seq1|m.7418",0.001564274,6.2514e-05,0.004102085,0.00045099,0.000992481,0.001736098,0.002059721,0.003962747,0.003556248
"cds.comp108228_c0_seq1|m.7442",0.006569841,0.00349059,0.017253508,0.020458311,0.01412241,0.014198471,0.007540933,0.008068624,0.010447648
"cds.comp108291_c0_seq1|m.7468",0.002842036,0.001276907,0.002576861,0.009544078,0.008714482,0.005268366,0.002921189,0.00980961,0.007795144
"cds.comp108449_c0_seq1|m.7504",0.008604608,0.000503164,0.01393447,0.010022156,0.002588879,0.006368572,0.010582216,0.009527115,0.003693181
"cds.comp108487_c0_seq1|m.7514",0.162519192,0.225546907,0.266555097,0.178186629,0.30310009,0.087005072,0.260203384,0.235567072,0.255271646
"cds.comp108641_c0_seq1|m.7553",0.013145876,9.3913e-05,0.00498115,0.008287755,0.005763655,5.8881e-05,0.000635075,0.002597345,0.006456986
"cds.comp108641_c1_seq1|m.7555",0.009791611,0.017966986,8.113e-06,0.009610001,0.000118789,0.007338436,1.1774e-05,0.001707393,0.000217678
"cds.comp108798_c1_seq1|m.7589",0.000491446,3.7503e-05,0.00159697365625,0.00105646421212121,3.658e-06,8.687e-06,0.00465853476190476,0.009176146,0.00127598061538462
"cds.comp108850_c0_seq1|m.7597",0.003358889,0.010514924,0.012542649,0.005269998,0.005634596,0.007317759,0.008824466,0.002576696,0.006314092
"cds.comp109157_c0_seq1|m.7671",0.017488904,0.003874819,0.010319833,0.008947296,0.006784861,0.016740039,0.003592827,0.014682197,0.006186602
"cds.comp109225_c0_seq1|m.7690",0.042315269,0.035615378,0.056040312,0.045016031,0.097347229,0.019184791,0.096854142,0.057665413,0.062769822
"cds.comp109238_c0_seq1|m.7695",0.026551741,0.022254657,0.020294322,0.023399398,0.021523933,0.019228162,0.020113403,0.024588901,0.01852014
"cds.comp109259_c0_seq1|m.7704",2.973003479,0.951079106,1.858514137,2.346070892,2.272477049,2.49127276,1.394499304,1.849642778,3.479663326
"cds.comp109267_c0_seq1|m.7709",0.001816765,0.006443047,0.001044879,0.006434364,0.004167378,0.002467215,0.003175679,0.005112953,0.004450989
"cds.comp109341_c1_seq1|m.7722",0.004007208,0.003152407,0.004651656,0.003904874,0.004663844,0.006427609,0.014650623,0.004738814,0.000886146
"cds.comp109341_c2_seq1|m.7724",0.013077381,0.013290858,0.033517706,0.011375878,0.015409346,0.017956877,0.020939145,0.012089141,0.010676659
"cds.comp109341_c2_seq2|m.7725",0.013077381,0.013290858,0.033517706,0.011375878,0.015409346,0.017956877,0.020939145,0.012089141,0.010676659
"cds.comp109478_c0_seq1|m.7763",0.150485783,0.18031919,0.235344649,0.194860209,0.13384861,0.204516192,0.126284993,0.157186651,0.109361102
"cds.comp109481_c1_seq1|m.7764",0.065911085,0.044439964,0.05426901,0.043620329,0.051115602,0.049664365,0.061760051,0.02654645,0.099153869
"cds.comp109520_c0_seq1|m.7777",0.080708851,0.140863717,0.186114412,0.108256272,0.137040536,0.034803448,0.145891334,0.15212369,0.139222
"cds.comp109532_c0_seq1|m.7779",0.372367981,0.669772594,0.667950445,0.435675195,0.370883591,0.481443514,0.540428759,0.538064655,0.416569571
"cds.comp109543_c0_seq1|m.7780",0.330664613,0.181092124,0.536471413,0.365954549,0.2580495,0.445916935,0.397490657,0.389699006,0.266746319
"cds.comp109547_c0_seq1|m.7781",1.29835077,1.226055962,1.70169742,1.369150936,1.181938263,1.287930278,1.230495405,1.540862655,1.118711948
"cds.comp109547_c0_seq2|m.7783",1.29835077,1.226055962,1.70169742,1.369150936,1.181938263,1.287930278,1.230495405,1.540862655,1.118711948
"cds.comp109549_c0_seq1|m.7785",0.130145173,0.155119828,0.262630264,0.171474199,0.099596398,0.185544753,0.202413269,0.222956671,0.163527685
"cds.comp109550_c0_seq1|m.7787",0.522873708,0.585608727,0.894420959,0.610738401,0.404200912,0.660699893,0.584408687,0.752451409,0.53360852
"cds.comp109558_c0_seq1|m.7791",3.802980945,7.428058504,7.791988439,4.430619861,3.347263136,5.730803594,5.019790611,4.612438138,3.602052335
"cds.comp109560_c0_seq1|m.7796",0.361588911,0.703275899,0.580280187,0.406888292,0.301093786,0.524883177,0.265917917,0.479766318,0.434300824
"cds.comp109561_c0_seq1|m.7797",0.597179343,0.919644347,0.871035705,0.568487163,0.12317157,0.671302298,0.686918181,0.715813476,0.582217403
"cds.comp109562_c0_seq1|m.7798",0.302916029,0.317377205,0.444281882,0.273731658,0.206166212,0.360496475,0.252570008,0.305185582,0.422287226
"cds.comp109565_c0_seq1|m.7799",0.585330341,0.722124625,1.1161285,0.658278705,0.473384495,0.726460353,0.776499978,0.778014077,0.66155482
"cds.comp109566_c0_seq1|m.7801",0.275989087,0.353335816,0.566798479,0.374836625,0.266061496,0.378169276,0.420776614,0.468030323,0.317869128
"cds.comp109568_c0_seq1|m.7802",0.001338155,0.002922505,0.012687188,0.007663288,0.000435758,0.009071968,0.009696773,0.009058665,0.000547228
"cds.comp109569_c0_seq1|m.7803",0.094574887,0.239523025,0.250021052,0.190434774,0.080528588,0.158158994,0.224263439,0.254688468,0.170190996
"cds.comp109571_c0_seq1|m.7804",0.490689483,0.826186359,0.848891201,0.534703615,0.397014592,0.68209544,0.505086227,0.646643815,0.573378877
"cds.comp109572_c0_seq1|m.7806",0.048777233,0.050319448,0.058639132,0.068351219,0.047809162,0.063138452,0.065992758,0.067826189,0.050929684
"cds.comp109573_c0_seq1|m.7807",0.455406233,0.710435651,0.9258323,0.607995324,0.360705383,0.62347318,0.658087792,0.650256577,0.497689458
"cds.comp109639_c0_seq1|m.7823",0.001688373,0.000825153,0.001176378,0.001223752,0.000396212,0.001382881,0.000814785,0.00069407,0.000505563
"cds.comp109647_c0_seq1|m.7824",0.0045297,0.007040906,0.006530519,0.004248248,0.0030477,0.006345647,0.005044306,0.004900469,0.003600768
"cds.comp109675_c0_seq1|m.7834",0.124558052,0.110800853,0.155286535,0.120541613,0.102957283,0.120394014,0.124310197,0.119542503,0.106714913
"cds.comp109701_c0_seq1|m.7838",0.007356774,0.007706756,0.005223796,0.007920698,0.000778902,0.005339718,0.000488497,0.000138098,0.014225322
"cds.comp109771_c0_seq1|m.7870",0.028989572,0.014014954,0.07625568,0.066055539,0.039418398,0.006807578,0.01738698,0.061029155,0.033660778
"cds.comp109797_c0_seq1|m.7877",0.016030096,0.000116698,0.000215083,0.009983353,0.000190133,0.000405645,0.000437285,0.007725758,0.002336252
"cds.comp109797_c0_seq2|m.7878",0.016030096,0.000116698,0.000215083,0.009983353,0.000190133,0.000405645,0.000437285,0.007725758,0.002336252
"cds.comp109900_c0_seq1|m.7913",0.121311675,0.084371314,0.222493572,0.150022726,0.248388502,0.079816414,0.190268058,0.204489258,0.203396582
"cds.comp109921_c0_seq1|m.7915",0.000361882,0.000220775,8.3917e-05,0.000773381,0.000619819,0.000205816,0.000335455,0.00060803,4.3894e-05
"cds.comp109938_c0_seq1|m.7919",0.016927232,0.015602356,0.015120617,0.012384215,0.022080283,0.010000951,0.010011231,0.013099781,0.007721515
"cds.comp109952_c0_seq1|m.7920",0.00728277,0.017587699,0.013835944,0.00768336,0.009353521,0.007515596,0.0115397,0.009153068,0.012845837
"cds.comp109993_c0_seq1|m.7928",0.057211594,0.034059338,0.037900578,0.035939286,0.030986639,0.024898091,0.032610892,0.04655323,0.038643557
"cds.comp110093_c0_seq1|m.7952",0.003630523,0.01748167,0.002415331,0.001349793,0.010205477,0.001964765,0.001610549,0.011545372,0.008513862
"cds.comp110125_c0_seq1|m.7958",0.006756922,0.005265354,0.001381255,0.005889943,0.002847095,0.007513725,0.001736209,0.004386427,0.00130049
"cds.comp110133_c0_seq1|m.7960",0.031311125,0.037828654,0.05846809,0.044090717,0.077490726,0.008394198,0.069491001,0.078723841,0.068760017
"cds.comp110199_c0_seq1|m.7977",0.00055942,0.000542034,0.000297946,4.8436e-05,0.000123011,0.000206955,0.000562187,0.000680871,4.8339e-05
"cds.comp110247_c0_seq1|m.8000",9.964e-05,0.000939701,0.003194275,0.031657481,0.00321564,0.002612574,0.004650062,0.000393063,0.002606746
"cds.comp110385_c0_seq1|m.8037",0.024106006,5.1843e-05,0.000243979,0.000158621,0.009012027,1.2503e-05,0.001279335,0.000680335,0.027730767
"cds.comp110469_c0_seq1|m.8052",0.126668286,0.101740883,0.109058065,0.16991218,0.111599209,0.188718218,0.089776906,0.083293463,0.07769842
"cds.comp110570_c0_seq1|m.8067",0.045184232,0.065988732,0.173068101,0.04315525,0.032832755,0.041130155,0.09345188,0.103430743,0.065717744
"cds.comp110578_c0_seq1|m.8077",0.001727164,0.008641659,0.002362216,0.001515333,0.000912242,0.003005067,0.001333372,0.000939446,0.002543259
"cds.comp110578_c0_seq2|m.8078",0.001727164,0.008641659,0.002362216,0.001515333,0.000912242,0.003005067,0.001333372,0.000939446,0.002543259
"cds.comp110675_c0_seq1|m.8108",0.002887477,5.8177e-05,0.005189858,0.003612214,0.00148425,0.003995711,0.005604258,0.005861704,0.002401258
"cds.comp110675_c0_seq3|m.8109",0.002887477,5.8177e-05,0.005189858,0.003612214,0.00148425,0.003995711,0.005604258,0.005861704,0.002401258
"cds.comp110675_c0_seq5|m.8111",0.002887477,5.8177e-05,0.005189858,0.003612214,0.00148425,0.003995711,0.005604258,0.005861704,0.002401258
"cds.comp110681_c0_seq1|m.8115",0.001794848,0.000168428,0.000280104,0.000818065,0.000246139,0.001356933,0.001028194,9.0684e-05,0.001135814
"cds.comp110810_c0_seq1|m.8143",0.019571009,0.007564185,0.026591439,0.027860106,0.022850064,0.026077003,0.025956595,0.028253482,0.019220259
"cds.comp110861_c0_seq1|m.8153",0.000204896,0.000130663,0.003219612,0.001818046,0.000495352,0.001375842,0.000883195,0.00167527,0.000867726
"cds.comp110984_c0_seq1|m.8188",0.345532404,0.583807508,0.844272115,0.404167581,0.390186905,0.264413566,0.852020736,0.593442382,0.434181253
"cds.comp110988_c0_seq3|m.8189",0.000584655263157895,0.030444125,0.001717959,0.000202513,0.003940494,0.000538249826923077,0.017081039,0.000101002,0.000939176
"cds.comp110994_c0_seq1|m.8194",0.000377787,0.003533455,0.014429332,0.017069301,0.002147361,0.000379008,0.001008488,0.014857096,0.014158341
"cds.comp111019_c0_seq1|m.8206",0.008781661,0.004661086,0.00048391,0.000711503,0.001438052,1.208e-05,0.000798061,0.003542912,0.001789323
"cds.comp111143_c0_seq1|m.8241",0.049086154,0.08177829,0.052059593,0.04842028,0.042681888,0.073351838,0.07201468,0.062457438,0.07729317
